review_id;review;rating
346;Should read the first comment said .. ready stock, ship out 1-2 days but ship out after one week of order ?? never buy from this store if the goods tu .. dah JAP bg laa know say sorry cust Blom goods until the ape .. ni tak, nak kena t cust who first .. very bad service ..;1
347;Until here protol all;1
348;Usually wear 36, but loose enough to buy shorts this already very tight.;1
349;Delivery is very long, it's been a month!;1
350;Cradle swing, then leaned back end is not strong.;1
351;Real capacity ... just can not make a video going around on the puter in USB TV jg can not. ouch ...;1
352;Wrong color sapatos..may wrong with the shoe lace .. thin bag ..i thought thick kac read the comment ..di naman .. .. time also come;1
353;Good product quality. The product price is good. Delivery speed is not good.;1
354;Different colors are in order, the response is quite long, reintroducing no response;1
355;Delivered goods shortages;1
356;The actual powerbank itself is defective. It gets charged up to 100% but it goes directly to 0% after the indicator says 51% while my phone is charging. So it can carry only half the power. The cable that came with it is also defective. No current passes through it.;1
357;The product quality is not good.;1
358;Less good seller response. Delivery speed is not good.;1
359;Kukui ny ya dah until ... the real truth about the ya ... there merah2 koq ny ny ny ddlm bottle ya..kata my friend kukui existing klo merah2 ny was fake ya ... ya can assure you it's genuine;1
360;The product arrived in 2 days time but the packaging is bad, the oil leaked and left almost only half the bottle. Seller should sealed the bottle cap tightly. ;1
361;Allergy disappoint simply because he is too small, just a very big just a little hand. I love big for the crib because it was stated that the pictures they post. Sayang yung money. Quite pricy because of her size;1
362;Bnget thin shirt ih;1
363;Damaged / Defective item;1
364;Sent difference, not a pocket;1
365;Item no but still on display in the store catalog ..;1
366;Memory of that copy or unavailable pictures moved to Memphis lost yet sprung up that phone. SD SD has changed a lot too new.;1
367;I antis same message nuvo, but sent her nuvo smua;1
368;2 reply message DTG cm 1 makasi;1
369;2 pcs set, the first one not to light;1
370;Orders are not appropriate. I pesen yg mna who came really like this.;1
371;Late submission of incomplete Transfer Payment Date 19 September. Get the goods on 24 September. Inform the restaurant that was not used in full on 24 September. He replied that it would send the deficit on 25 September. To this day, 16 October, has not delivered the goods missing.  And no message came at all.;1
372;Very poor product quality. The screen protector was obviously never tested applying on actual Nokia 7 plus, I bought 3 to apply on 2 phone and all of them consistently have bubbles around all edges. Avoid buying this like the plague. You are guaranteed to be disappointed unless you like bubbles.;1
373;order napkins pounds x are sending, very poor service;1
374;Wrong item received ok i have wrong color case yung size. i just me nagkamalu peru to wet the nagrate I really like that. not even chinicheck whether correct or not those pinapack them. Will not order again Wrong item received;1
375;These goods are not delivered but already paid in full. Corruption basic;1
376;Its ultra slim, picture is not the same with the actual item. Chiffon as the fabric but are not.;1
377;It has a striped pattern terrible.;1
378;Ung black case ok na ung xa kxo a case n gold dmi scratches looks old;1
379;PM 32 yg to 28, ;1
380;not suitable shucks;1
381;Disappointingly, thinner material, in MINTAK mix his colors, send all of her red;1
382;corn flavor twist messages instead sent the Balado, more carefully next time;1
383;Do not buy a waste of money;1
384;Do not order it the seller Burgos 30 order 20 LNG come scammer the seller.;1
385;The product quality is not baik.warna not correspond pesanan.yang dateng d pesen what the heck dg apa.sablonnya less bagus.kecewa goods.;1
386;The goods shipped less, nyesel deh;1
387;Does not fit the screen fully. Touch sensitivity on edges ver bad. Need to press very hard to get a response;1
388;Its terrible submitted not have to wait long for broken, worn not through the medium of trade that look old. Its terrible submitted not have to wait long for broken, worn not through the medium of trade that look old.;1
389;K is sure sir -.-;1
390;Bad. No crispness and fat. Just as goods to be premature so long.;1
391;response and service cepet ... dear kirim..knapa broken fan in the fan can not be used at all;1
392;Shop serves very poor;1
393;No gumagana??;1
394;The response is not good sellers.;1
395;Item shipped immediately but I dont think ths product is legit. I ordered 10 pairs pa naman sayang lang di naman effective.;1
396;Dress up one sleeve The fabric is thin, light, unlike the first order.;1
397;Not receive goods ordered. Terrible service from the store.;1
398;If the stock is empty in the ad request in writing a blank;1
399;Duration that ship out more than nong come! Galing nyo! Until now still no refund! completo I paid so regulate hello you! I just pinolot Pinang where the money I paid! I ???? order 6pairs but only 4pairs arrived! WTF! ??;1
400;makasi many;1
401;The product quality was good but very bad because the packing box is torn all;1
402;Very disappointed, buy SERUM, sent Masks I chat ready ga, ready to answer Gini day koq still not clear ;1
403;The side slit is too high, not exactly like the picture.;1
404;It is not recommended because after I try it on camera I result some photos that I took no photograph but after a few photographs to shape the next photo question mark alias could not be opened or can not be read by the system;1
405;Dateng goods rupture;1
406;Her clothes kekecilan..tp ga papa lah;1
407;Blue size 41 is set to ship red shop size 38, to bored!;1
408;Sy pesen 4 trousers that came only two pants ..;1
409;Liquid texture because the texture of the shopper does not flow as water does not stick to the skin, it is very disappointing.;1
410;Very low quality, not cotton material. Very thin fabric. Sorry I bought for my son. Adverse money and my time alone.;1
411;Shipping accessories trade k k enough healthy;1
412;Delivery time below expectation;1
413;Jauhhhh antecedent fto bgt ama ..  Klo materials can be understood because of the cost ..;1
414;Zipper is not working and it seems that the seller doesn't want to replace the item. Informed the seller about the defective item but its hard to get a reply from them.;1
415;Disappointed pesen natural color, even black fitting Dateng;1
416;Sy love when he wanted expelled with ash falling sy shortage of goods. Udh ga ad almost a month as well. He said UDH delivery process. Tp ga until until well. Dr. initial message lm bgt jg his pack. It's my right to pay udh ya sy ... Ga mandate. Situ objection Star klo given his ministry tp the gini rich.;1
417;Bad service, damaged goods and the seller is not responsible. I'm so loss.;1
418;Wrong item received ,, Will not order again Please just too much ibinatad us and return our money, .. because of insufficient idiniliver and hnd machat personal message so here I message..iba other owners who use net so sent to SAMSUNG 7edge ???;1
419;oke but goods delivery 1 week for the first time see the reason vendors currently empty;1
420;Okyyy ??????????????????????????????????????????????????????????????????????????????????????????????????;1
421;Poor quality and the locks aren�t working so they�re useless to me. My mask can�t be placed inside a container that can�t be closed. Please check your products well before transporting. Thanks�;1
422;get not enough items.. order 5 only get 4;1
423;damaged goods sold;1
424;Cookies are damp Oh good unpalatable Super Thunder first time to eat such macaroons Do not push;1
425;2 first, gabisa default bolt into the hole 125. vario handle exhaust Pelapak also ga fitting response I asked.;1
426;Period covered only camera that anyway .. Gimna ya? Haduuuuuuuh ..;1
427;Item different from picture , item is not stainless but a cheap chrome plated nickel alloy! Will not order again ;1
428;Very disappointed that booked 5 who came third, more meticulous tlng at this time fitting the new pengepackan?????? ga suit;1
429;Not yet charged It bounced off the;1
430;Orders slow up;1
431;lack of containers delivered candy, answer questions, the packaging is not sloppy shop do not eat honest. so disappointed;1
432;DTG Keripikny ancur2 smua .. Packingny knp nd use lgsg dbks dos .. aj .. YH pst ancur keripikny ...;1
433;Those given wrong color dark blue and pink orders came;1
434;Ga can be used in laptops. Duh how nihhhh. Sob;1
435;Clothes in hands itch itch., Hairy nasty sting. Make Chinese goods;1
436;Mini couplers is less tidy, the rest is ok .. Trimkasih;1
437;How the bli10 sent 5!;1
438;Put diapers diapers hana that out of this, then this book Sire L L la lah ??????????;1
439;Very poor service by the seller. Parcel stuck in dhl but the seller does not matter .. please contact dhl Conductivity MSJ any seller pd x unrequited .. Sy x will buy with seller ni lg ....;1
440;The speed maglobat. When it comes to 2bar suddenly LNG malolobat. The good ratings so here I ngpurchased though not responsive to seller. Nakakadala.;1
441;the color is not as beautiful in the picture .. the thin blanket is not like the picture that looks thick and very comfortable .. hmm .. a little disappointed .. not worth money for buying..;1
442;Poor product quality Terrible value;1
443;Add chocolate to the plain biscuit bean to lose a lot of sense. I think you will too.;1
444;Size does not match its standard size, quality abal2 Not according to the mounted photo Very disappointed.  ;1
445;DC 3 medium used today, but only remove tiles out rather strongly that bin k do always n� scars. Bored ~. ~;1
446;The battery can gunain GK, GK in cas also be false, TPI entered pdhl sblumnya batteries battery from here GK entrance dah nyesel buy;1
447;Terrible cameras are connected, it does not do it rarely.;1
448;Lights severe pcah;1
449;Rope broke, thin bgt;1
450;the material is very tipisss bangett ??;1
451;The house looks great, but watch some very good.;1
452;Ultra-thin fabric !! Not as expected;1
453;The response was not good sellers;1
454;Fabric gubrak !!!!;1
455;Discuss thin not fit expektasi;1
456;Message size M motif mouth open toe harmony but that sunshine motif DTG newborn size. The exchange guns could ask yah?;1
457;D messages pink doctor ,,, Tpiii coming ,,,,, image How siihhhh packing conscientious of it really gg d ,, disappointed dech;1
458;Too thin for that price;1
459;Karena.bonus promised there tidan;1
460;Very poor product quality;1
461;The product quality is not good.;1
462;Why we had 1 star and no star should all.Not recommended seller pejorative image of shopee.wag to return ung super paid q because karin not intend erefund may ikalugi more businesses to donate q q yan yan sau.;1
463;This new order dishopee I find any store that bad quality plyanannya pesen 2 brg & 2 2nya wrong all wrna beige chinos ask that DTG brown pdhl written JLS dipesanan..yg SDH only pesen jeans skny pjg wrna light blue short clna wrna who DTG dark blue. .dichat 1 � 24jm g No Ans I rugi??;1
464;Bookmarks are not put in the book, but comes with a small card with Chibi. He was crushed to the crease The full sick pay, but it's a blemish. The truth should not be separated due to the small volumes that are separated over it. There is not much chance of damage already.;1
465;Colors do not match, the response is not good sellers, delivery quite long jg;1
466;Bgd far from fig .. ugly .. Suture Materials ngasal .. Uda gtu seller slow response recomended bgd .. Ga ..;1
467;Materials suitable price;1
468;Wrong item received Damaged / Defective item Damaged packaging Damaged / Defective item Damaged / Defective item Damaged / Defective item Damaged / Defective item Damaged / Defective item Damaged / Defective item Will not order again Will not order again.ayaw umandar tas ayaw na nilang palitan ito.;1
469;Pound bottle of dirty old stuff and JAP exp date strange. The others all of exp date;1
470;The new fan in fragile situations I was disappointed, when least expected;1
471;Ga edges flat and gerigi2 so: ((;1
472; The product quality is not good, because not bsa nyimpan data. For nyimpan fhoto was not cukup????;1
473;The product quality is not good;1
474;Seller slow post. When I'm cancel new orders la nak post.;1
475;Order dengan feather eyebrow tapi takda received blusher hmmmm;1
476;The film 2 in the price of 260 baht, but why have a sticker box 179. Then again, its like a piece cut off price thanks:).;1
477;good stuff but once .. tapii lamaaaa delivery of goods bgs but God-damned long delivery sekaali;1
478;Okay quality 2nd time I have to order joint missing a chamois ..;1
479;It�s very diff from the picture... the material doesn�t feel like cotton...;1
480;Nyampeknya be a very long month;1
481;i have a wrong size shoes lng;1
482;Sorry this is my assessment of my stuff can kesimpulanya dr there are no prices jd quality of the goods does not match the expectations there are factory defects tp still wrote in the custamer to tell my story;1
483;DC had little use natural speaker being shy h k j listen DC;1
484;Small socks too;1
485;These new mah badly worn 2 weekly've broken just when the use is reasonable and very rare. Pantes used to mosquitoes to fly to put small objects in order to sound out the zero tp 100% damaged.;1
486;Poor quality screen Then embarrassed his death Not worth the money, very poor quality of picture screening waste of time and money.;1
487;The hour menitannya kak ga street, next time if you want to send in dlu try yah kak;1
488;Small size ... Different as the size of the shoe. Jd for another customer mending drpd not add size zero kepake Response seller;1
489;Gk can be sticky broken right;1
490;Service was slow sgt.;1
491;Did not receive item .. Twice happened 'to other items .. yun and until then not yet narerefund money that I ..;1
492;Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good Good�;1
493;Bad bad quality merchandise value of CP bad service Be grateful if you want to buy this home features items Be sure to look at the seller's evaluation Clearly written on top of suit pants But it is expected to woolen I looked at the results of total evaluation Not only have I found such a person does not match the goods Thoroughly dumbfounded do not want to give even a star;1
494;No luminous at all even in the dark. Not recommend buying. Seller could you refund please.;1
495;Kak Trrimakasih his own smp (Joos);1
496;Crushed his pocket;1
497;Useless... cannot detect any camera AES....  Very poor product quality;1
498;Ancur all :);1
499;Wrong design delivered� Seller not responsive Item shipped late;1
500;packaging different in profile pic, just plain empty bottle so little suspicious of the quality of its products;1
501;Please not included this item in my pouch. Maybe I can still isend me tong po item since paid. thank you!;1
502;Ga could be using sm skali was so KWnya smpe can not go into USB hole sma skali product quality is not good. The products do not original.;1
503;Not directly suitable sealing the bathroom floor .. timeless direct contact with water.;1
504;Deliver goods in, say sorry and appointment this Friday will ship to yourself but waited not see. M impatiently told texted it this time traffic is not busy, sure click shopee refund. While today owe themselves profusely nt got asked not confirm successful delivery households. Now m not refund yc DC;1
505;Dr. Indah khabar rupees .............................................. ............................................;1
506;Fast delivery, packaged neatly dear ,, tp his shirt cotton that one of his ingredients, which one is not bad bngt cotton ,, ,, ,, disappointed disappointed ,,, kastemerku;1
507;I have received kjjjjjjjjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkj;1
508;Kyk puzzle gabisa tp enter lobangnya??;1
509;But it's not a lot of crap. It's not a waste of money, but then hit a free transfer at all.;1
510;Sorry about mba, small size banget.Tapi hopefully the result is good for the baby I am. Thanks;1
511;Received in good condition. AA battery is included. However when I tried using it, it�s not working. Very disappointed. Tried to change to  a new battery also didn�t work. ;1
512;PM 5 pairs datengnya only 4 pairs;1
513;the actual item is different in size compared to the pic. and its not look 3d.. its look ordinary sticker..so dissapointed not order again...;1
514;His clothes were torn all. Shirt + pants gmna heck ya;1
515;Disappointed because the size is very far from the description, there is written a length of 29 LHA is ga until 25 cm  We recommend an honest description of the owner's love yaa;1
516;The product was flash sale, it is worth it for the price of 19 baht. But because the product has less than 2-pattern does not match the store down here.;1
517;Barangny there q gk gk could want ngrim videony time lbh udhlah y lg y kak..moga meticulously wrote ntar klau PSEN lg in lieu of tokony ..;1
518;Items missing;1
519;Delivery het 1 3 which pools the;1
520;Nya?? cloth. Hot. Nerawang thin. Really ugly;1
521;I not Receive the Item..but allready complte.. To Bad Saler.. I dont know whre my item go..?????? Maybe .U Scammer???!!!!!???;1
522;The product quality is not good;1
523;The goods arrived safely, but unfortunately adminya Slowres and Packaging Processes up to � 2day's mouth where it was long in my opinion. Thank you (:;1
524;Ny product quality is not baik.Bahan krng very thin bgus;1
525;lumayan, hanget??;1
526;This is expected counterfeiting routine!;1
527;too small for the size XXL;1
528;Not good item, just 185 total tas 200 cush I'm so broken 15 just the change.pero no panukli delevery.sabi was okay na na 15 na him.;1
529;Not like the hand fails;1
530;K sticky paste to the wall. Hours to 1 corner k do anything. Its walls painted flat wall to wall cement k. Low quality.;1
531;sesuwai no image;1
532;Riderr palsuu, KECEWAAAAAAAAA SEBEL SEBEL SEBEL SEBEL SEBEL SEBEL SEBEL;1
533;Towel warmers bucket but sent blankets cotton quality is very bad, requirements completed shop did not answer, shopee automatic support completely, send finished goods shop k receive k heard machine, texting a lot but gave no answer, attitude of service too bad;1
534;Wait almost two weeks before the seller will not receive private information on five days now not a good good good bad bad shipment shipping speed speed speed bad bad shipment of goods shipped speed quality goods quality bad bad bad service quality merchandise service bad services;1
535;BRG nothing like in the picture quality.;1
536;The color is not exactly short Gatorade does not fit okay.;1
537;Wear good, but the next day after the receipt of goods began specials, coupons if helpful, really a lot cheaper, but it is too early to order, feel a little lost .... it is to wear shoes size just, but that each pair of space does not seem to wear the same ...;1
538;Pesen who polos..dikirim who salur ????;1
539;Shop package what type luxuriant flowing sacrifice lum, spread to the others, and damaged cans luon perfume, bought to give that gift dare hours ??? , Nt to shop 5d not bother answering, annoyed;1
540;ENK not taste the flour taste hiks ga disappointed;1
541;Delivery time below expectation;1
542; The product quality is not good. Goods after up is not lit,;1
543;Very poor item not covered for my phon iPhone 6s plus;1
544;I sent one piece pesennya different. Without confirmation beforehand, whereas this case who made a gift to the people. For the future, if the goods are not available, please in check with what buyers want in exchange.;1
545;Wrong item was arrived. She not like the one in the picture. Not like at first if ordered to. Baked break very easily.;1
546;Wrong item received Will not order again;1
547;fine restaurant but took the wrong size catalog for the wrong size table;1
548;His delivery until more than a week old.;1
549;I think of the price of the goods turned out to be as good as the prices in the market 30rb very disappointed very thin material;1
550;Sorry ya kak not not appreciate the work of his brother, tp This dress misplaced gambar.difoto door width sleeve length tp lurus.untuk's just the price that much expensive bgt;1
551;"Irresponsible seller that takes forever to reply and resolve the issue of sending wrong quantity of items; as of me writing this review, seller still isn't bother to reply although the status showing he/she is active on Shopee. Please think twice before purchasing anything from this SCAMMER.";1
552;Flash can not copy it, whoa .. Ni kw KW his 10 ni think;1
553;Plug your audio up. It is;1
554;Not serve all, but already ngikutin his way on youtube :(;1
555;Very small. Like pang 10yr old na girl;1
556;Money does this fabric;1
557;Shopping really disappointed here. I PSEN smwnya finished 4 packages. Dkrim distinguished only 2 packets. Say shipped according to the serial number of the queue. Though I transfer unison anyway. Tbtb in batalin. Ga lg lg deh. Brg ga according pict. Bgt disappointed.;1
558;Order Mariam Jumbo 1kg = rm120..itulah size of the seller that I can ... I think they are confused with another buyer ... very sad feeling because they are too small ... Plastic postal torn ... also a lot of dates wedged ... 0139462525;1
559;Defective goods, dented, damaged, dusnya alone is broken. Packing is using bubble wrap .. Tp if the goods have damaged ketauan should not dikirimkn. I want to use it for the reward, if goods are damaged like this, I might gk orla love to make gifts. The QC dlu Prev please send;1
560;Very poor service by seller�Very poor service by seller I asking questions but no reply fast and take longer time I had no idea where my item going to?;1
561;Knp its goods SMPI jg pp SMPI when ini.sy pesen 1 sm package COSMETIK nya.tdk skin is no refund jga.;1
562;Unfortunately, that bakhour leak .. next please packaged using tambahan..supaya kerdus safer.  to soft. secure. thanks.;1
563;Bad seller ... seller charlatans of ... He said date 4 SDH goods shipped, no receipt dimintain not ever want helps to answer, dated 6 I ajuin cancellations even in decline, was 7th night of new goods in shipping, and the size of the roll ga appropriate description ...;1
564;full charged only last for 1 hour. regret purchase;1
565;Bad, last order thanks;1
566;Worse yet is welded into the corner of the screen and tracks worth it. Speed ??of delivery Poor. Poor Quality;1
567;The product quality is not good.;1
568;Kasar..kecewa fabric kataxa really could tuk nursing mother has studs 2 in NCC taux not there;1
569;Something missing and very slow to respond;1
570;Damaged / Defective item Would�ve been really pretty if only it was not damaged.� Ugly packaging.� #shopeehaul;1
571;Not have oil, cinnamon oil wind instead. This massage oil as wind only, do not use incense as oil DC. Full wind oil smell, faintly cinnamon;1
572;The light wheels attached. Fast delivery, good;1
573;Delivery time below expectation..Very poor service by seller;1
574;Poor quality;1
575;Oops too frivolous goods come acur and his delivery too long;1
576;Lamaaaaaaaaaaaaaa�aaaaaaaaaaaaaaa slow response Answer seller kayak less intent Heck goods safe;1
577;Sampenya really old order never forget it was so old.;1
578;Broken seat bottom section, pink look old;1
579;Package discrepant same toner ny serum response was not good sellers;1
580;Are not worth the money;1
581;shop sign sold fraudulent delivery of 3 brushes for guests receive 1 the discredited;1
582;The product quality is not good. Toys do not function as a cue card;1
583;Other po to receive my design. Instead of hello kitty Peppa pig but ok also just returned hustle.;1
584;Colors are not satisfactory;1
585;fabric was different from fabric shown at the picture;1
586;I ordered black and white but you gave me all white and some some them are not working.;1
587;Delivery speed is not good;1
588;the goods are not delivered or forget;1
589;No cover Ga, ga jdi can see kpn hrs in-life instructions;1
590;The product quality is not good;1
591;Bngt thin slippery ga accordance photo;1
592;How the yes. Ko gaada rope. Gt orders already org lg;1
593;size xl macam �s size?? OMG;1
594;BRG bsepai in the box. xwrapping seller with any xdisalotape baik.even tu box. bkk2 je bterabur all treasure. with dents nye .. atleast disalotape tu box. hurmmm .... taulh buy tyme shoking sale ... agk2lh ... ape2pun seller for fast keje. day make payment directly post.;1
595;Goods received does not match the picture, the little box which is accepted and no longer behind. Already send old, crummy. Jamgna lie buyer donk, place else as fig are you selling;1
596;Pdahal already subscribed. 3 d ask you 2, which 1nya not sesuai.??;1
597;Iphone accessories are not supported newspaper. Type fall;1
598;Damaged goods in jual.gk interchangeable cloth wipes his lg.anti scratch marks on disposable plastic ad gk 2 layers! So gk can wear! Kecewa??;1
599;Saudi protesters have demanded that the decals do not have enough power to say no to the deal gone silent chromatin.;1
600;Not 3 ply as advertised. Willing to pay extra for 3 ply or more but not for anti dust only mask.  Leaving 2 stars for fast shipping though;1
601;IF THERE'S A RATING LOWER THAN 1 STAR, I'D DEFINITELY GIVE IT TO YOU NOW, YOU THINK YOU GONNA FOOL ME? THE SHAKER THAT YOU GAVE ME IS A SHAKER FROM ABSOLUT VODKA, THIS IS ONLY FOR FREE WHEN YOU BUY A BOTTLE! ?? DIFFERENT FROM WHAT OTHER'S RECEIVED. DO NOT ORDER IN  THIS SHOP.  EVER.;1
602;Order 5 feet to 6 feet on u prosperity.;1
603;goods do not fit the image, misdirected goods Can not chat anymore;1
604;Goods x lengkap..bila busy chatting until ordered to accept barng dah .. Lepastu retreat when the seller has tnye..annoying;1
605;Wrong item received;1
606;foot pattern lace get slippery .quan sample size leggings that make 14 kg 12-13 kg new guest .tv wear size 3 lf sends final size remains 4. pants the same size but the short one long, one to the baby .k understand this shop sales center where the first .lan purchases disappointment with 2nd .k.;1
607;Wash water dilutes not thicken as his or purchase. Can 3l but very close with. Open the lid filled with foam up to the lid see.;1
608;Very poor service by seller;1
609;Delivery is too late!;1
610;Kalo d'view of the condition of the goods sbenarx bs aja aq kasi 5, which jdi mslh dlam pngiriman wrote kmasanx asal2an goods as a result of goods nyampe dent in the development of conditions smoga wrote bs stelah d'trying to still function well ??????;1
611;Ordered 3 items but only received 2. Disappointed!;1
612;The quality of products not in stores this shopping good.Don't yes gaes dishonest Orangnya what message I delivered what ... may quickly realize that Honest Halal Selling the product quality is not good. The products do not original.;1
613;Order XL & Revived M  Quality of the jacket is very low...;1
614;No KERNTA SELLER..YONG NETO DO HAVE TO ORDER THAT ORDER .. Lavander KO..DI mamboo;1
615;Removable hard put it I did not put any slip;1
616;12/4 orders, 12/17 receipt of goods, lack of a coat. Asked only told me to send you a replacement, said shipping should also be placed in my jacket. Did not receive until 1/2 jacket missing pieces! Then I have not received pay the freight 70! Asked again even told me that was going to attach a 10 yuan to me !! Will the renminbi in Taiwan can it ??? focus is also not pay! (But in fact has been said that there is no !!) Exaggerated seller ~'ve never had only bad luck!;1
617;I've often order these stores, fast delivery but orders usually have a very long time, came a disappointing defective goods sent (to check photographed) kalo emang diinfokan empty can first do gara� the goods the buyer so disappointed;1
618;I m so tired waiting,Phone Firmware crashed in a week and cant use phone on Raya, been 2 week, sent my phone at amsung center, Its already a week but they want me to wait for 1 more week and they were unable to repair the so called new phone, I Requested for replacement and now they told me to wait.;1
619;I pesen doormat who dateng padlock. returan told to send goods back and said funds would in pulangin postage. Where !! Sampek now Blom dikirim2 settlements olshop ongkirnya fraudsters. for the good shoope mulangin hatii want my money. not again again I have been shopping here.;1
620;Poor quality of the product does not work.;1
621;Not a good experience to use for ipad or iphone;1
622;Poor poor service delivery speed;1
623;It turned out really small scarf;1
624;Fast delivery. this is not a memory form cushion .. hard, wide rm5 je. coarse cloth. JAP littleone article yet. :-(;1
625;no output relay Defective items;1
626;Product quality is temporarily poor product packaging Annoyed when receiving sp. Buy 6 get 5;1
627;M maple disappointed that the failure by that stuff reject, drawstring pouch eh but his shavings rope even break ckckck;1
628;Less brush package v-tec Goods were up only 3, which shrusnya 4 Jg admin did not reply to a chat I;1
629;ta starred turunin deh ga ya .. guidebook complete, fitting a broken needle thread lg mounted above and below it not want nyatu win. consequently idle sewing machines deh ??;1
630;Got the wrong colour...cheated;1
631;Sales improper quality;1
632;missing item;1
633;No ugly bro ,, recomended clothes y;1
634;Misleading i received mop only;1
635;Another item I came ko yung nkpicture ... ok naman sya easy to grip, easy to carry;1
636;disappointed krn he ready turns overseas shipment of eventual long nyampe bgt pdhl deliberately buy expensive lbh ready GPP origin. jg ga confirmation of sellernya. aja jg ordinary products.;1
637;Sorry ka earlier, this why not at info chat if his goods ga ga none.And why KK cancel the order saya.sudah long waiting bgt krna butuh.sudah in chat jg yg dtng bilangnya wait heck responsibility bgini.memang send money .order of tagl June 6 till date 14 items.;1
638; Poor quality of the product does not have to return to the chat, it's not new to quietly return to 10 days of service of the store terrible. No refund quiet;1
639;Fast delivery, a bit long dipengemasan .... sorry gk so give us a five-star, if the elastic is pulled gk can get back into shape .. so contact customer complaints ...;1
640;i received throttle cable instead of brake cables..can you( seller) differentiate between  brake cables and throttle cables????..i will not return the item but i will look for another seller in the future.;1
641;That applies the tools of Philip, but try not to be a good boy AMC AMC AMC AMC AMC AMC AMC. Campbell beats � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � hrs.;1
642;greatness, want to exchange but can not he;1
643;Damaged / Defective item waiting for the seller to refund/return the product that is defective ! I hope this will settle sooner. I paid an exact amount but i got this defective watch !i hope the seller takes action !thank you!;1
644;Kirain nice bass fits in even try ga ngebass, create segini price expensiveness, original disappointed lah;1
645;Banget..tidak appropriate standard prices;1
646; Very poor product quality. Very fragile. Not even can put in 20kg thing, but seller say can put 75kg. Tipu. So disappointed. Can return and get refund?;1
647;Sy size small message, really big Sent. Thorough gan dong;1
648;Anehh fragrance, its contents also kuranggg: ((hopefully no refund yaaaa: (((;1
649;ABX services were very slow ..;1
650;He said delivery of H + 1 at the latest, in fact, recently sent after 4 days of payment. Chat also gk in response to the response. Better delivery need not be written later than D + 1. Eating and soap in kepisah wrap.;1
651;On product description, it is written: package: 20*matte(with box) but what I received was only this one. My question weren't answered by the seller. Respond please, or at least explain and wrtite better and not misleading information on your product description;1
652;GOODS NOT UP ALREADY SAID THE SAME UNTIL Skali;1
653;The product quality is not good. Died almost appears notif batrai mounted fitting ...;1
654;Ko 'is not no yaaach ... Knp not sent;1
655;Sent items damaged, the engine sound tp ga needle motion. I chat gadirespon. Timeout filed a return, only responded, but gangasih solutions, bilangnya sdh goods checked.  Gapapa Yaudah take the money, I do not iklas tp ya ya;1
656;Scammer only 1 piece,;1
657;Losing to the package that I received!;1
658;Disappointed goods come not correspond to its description. I can not 2 bolsters and coming does not fit in the picture.;1
659;3 pcs order for co 6pcs boy for girL. Nakakaasar lanq pinaq would have different even yunq haist color.;1
660;This cream pesen but that comes cman Teeth Whitening .. Already complain to the store TPI even not responded hmmmmm how ya se.;1
661;Lava cave delivery Product quality is poor I will not buy anymore swear.;1
662;The beginning that you can return later said that no return will not be repurchased;1
663;Severe requested that the tape be sent the fur, lazy shopping again in this store !!! Disappointing!! Where the fur off again;1
664;Seller sent wrong N95 mask to me... Order 3M N95 8210 but actual received Hunter Code 801 N95 mask...�;1
665;Item well packed! Checked lock no spoilt. But after a wash..lock it turn out the base pan is loose!  Cannot use at all after many times trying to lock it!  Wasted!;1
666;I am very sure i ordered jersey man city with name at the back. But i received man united.;1
667;Buy two pairs, the first double-wide straps too. Texting shop without reply always please.;1
668;Kecillll really rich size 38 ??;1
669;Cheap pants torn vkloz mn a shop to avoid this out nh� ae;1
670;Its price adds pulses 7 rb tp his pants disappointing ... discrepant expected, dn thin easily torn ...;1
671;Disappointed anyway, his pesen Uk. 37 & 43 which dateng 37 and 40 which one 37 keciil really .. Customer I wrote that it came from to buy that uk. 37 even take that 40 gegara ga .. Shoes fit was good but please lh times its size that much, depending;1
672;4 holes but ordered two un. The donut and baby floater. Sayang ndi used. Better buy the mall itself ndi naman ngkakalayo price.;1
673;less ugly item;1
674;I'm disappointed in the quality of the bag, too thin and not strong pagkakatahi ... more Mahal ko nia??????;1
675;Others ordered the other q d2 idineliver, instead of veneers the order n q idineliver mini portable speaker??;1
676;Goods sent without trying the glass can kepasang to helmet or not ... I try in any way glass can not kepasang;1
677;Broken. Keep dong quality must not send.;1
678;Missing row;1
679;Halter tops are not the same color as the shirt. Clothing ko breast augmentation;1
680;I'll give 0 star. Lousy seller, no respond.  Super slow delivery. Item is not delivered yet already system already show delivered. ;1
681;very poor quality especially the bigger soap box, having a hard time opening/closing the soap boxes, i was expecting to receive the items earlier than today. the only good thing about this transaction is the delivery man. he was very efficient and polite so kudos to him.�;1
682;Others ..... nsa picture NLA Wrong item received;1
683;Bad bad bad quality merchandise quality merchandise value CP;1
684;WRONG ALL THE COLORS !!! SRSLY !! ???? THE PAPANGET NETO !!! AFFORDABLE NGA. BUT I DID NOT EXPECT THESE SHITS !!!  away the picture! Turtle neck round neck became tas! ???;1
685;Rasax not good. Disappointing;1
